expEnergy1_alpha62,expEnergy2_alpha62,expEnergy3_alpha62,expEnergy4_alpha62,expEnergy5_alpha62,fitresults1_alpha62,fitresults2_alpha62,fitresults3_alpha62,fitresults4_alpha62,fitresults5_alpha62
324.30295,324.30032,324.30072,324.30048,324.29996,28195.678,28199.508,28202.674,28205.416,28206.912
324.40137,324.39999,324.40036,324.39832,324.40079,28172.439,28175.965,28178.918,28181.551,28182.818
324.5007,324.50046,324.49478,324.50244,324.49509,28149.457,28152.701,28155.684,28157.756,28159.334
324.60141,324.59991,324.60001,324.60052,324.59875,28126.717,28129.777,28132.348,28134.535,28135.793
324.7012,324.70071,324.69958,324.70142,324.70004,28104.279,28107.096,28109.525,28111.516,28112.67
324.80023,324.8009,324.80002,324.8009,324.80045,28082.105,28084.691,28086.941,28088.82,28089.865
324.89801,324.8963,324.90045,324.90012,324.89984,28060.162,28062.635,28064.582,28066.365,28067.33
324.99844,324.99973,325.00064,324.99551,324.99973,28038.305,28040.52,28042.414,28044.207,28044.973
325.09348,325.09784,325.10013,325.10043,325.09747,28016.695,28018.682,28020.404,28021.922,28022.828
325.19989,325.20197,325.19513,325.2001,325.1998,27994.939,27996.824,27998.639,27999.934,28000.705
325.30002,325.29971,325.30014,325.30005,325.30017,27973.465,27975.262,27976.781,27978.094,27978.799
325.40005,325.39969,325.39999,325.40048,325.39734,27952.154,27953.82,27955.23,27956.434,27957.158
325.50049,325.49948,325.50314,325.50021,325.50052,27931.018,27932.57,27933.809,27934.99,27935.59
325.59964,325.59692,325.60104,325.59451,325.60104,27910.08,27911.547,27912.686,27913.85,27914.283
325.69907,325.7005,325.70007,325.69916,325.7005,27889.297,27890.586,27891.711,27892.688,27893.182
325.80026,325.80026,325.80045,325.8006,325.7998,27868.617,27869.828,27870.857,27871.742,27872.234
325.8963,325.8938,325.90109,325.89999,325.89999,27848.123,27849.279,27850.129,27850.963,27851.404
326.0007,325.99915,326.00064,326.0004,326.00061,27827.619,27828.67,27829.529,27830.287,27830.691
326.09973,326.10086,326.09909,326.09988,326.09973,27807.283,27808.219,27809.053,27809.738,27810.115
326.19797,326.20065,326.19934,326.20013,326.2001,27787.045,27787.893,27788.654,27789.285,27789.631
326.29968,326.30017,326.30029,326.29993,326.30191,27766.875,27767.676,27768.361,27768.955,27769.25
326.3996,326.40027,326.39954,326.40018,326.40005,27746.818,27747.553,27748.193,27748.729,27749.023
326.50085,326.50073,326.50388,326.50049,326.50073,27726.857,27727.539,27728.09,27728.621,27728.889
326.60025,326.60062,326.60141,326.60071,326.60071,27707,27707.623,27708.15,27708.615,27708.861
326.69617,326.70068,326.69934,326.70026,326.69962,27687.248,27687.791,27688.291,27688.705,27688.938
326.80087,326.79968,326.79883,326.79666,326.79926,27667.494,27668.029,27668.486,27668.891,27669.078
326.8992,326.90018,326.9003,326.90356,326.90012,27647.84,27648.318,27648.73,27649.061,27649.275
326.99985,326.9996,326.99847,326.99991,326.99924,27628.236,27628.68,27629.066,27629.381,27629.561
327.10028,327.10101,327.10022,327.10123,327.09979,27608.705,27609.107,27609.457,27609.748,27609.918
327.20071,327.2001,327.20029,327.19955,327.20261,27589.252,27589.625,27589.941,27590.217,27590.346
327.30038,327.30075,327.30051,327.30084,327.30084,27569.881,27570.219,27570.51,27570.758,27570.891
327.40042,327.40005,327.40009,327.40131,327.40131,27550.576,27550.889,27551.154,27551.375,27551.498
327.49802,327.5025,327.49854,327.4957,327.50018,27531.332,27531.598,27531.857,27532.078,27532.17
327.60031,327.59979,327.60007,327.60059,327.6033,27512.113,27512.373,27512.594,27512.781,27512.871
327.69925,327.7002,327.69958,327.70084,327.70056,27492.945,27493.178,27493.383,27493.551,27493.645
327.80051,327.8002,327.7966,327.80106,327.79944,27473.818,27474.035,27474.23,27474.373,27474.463
327.90103,327.89972,327.89981,327.89938,327.89975,27454.746,27454.945,27455.113,27455.258,27455.334
327.99905,327.99683,327.99982,328.00006,328.00012,27435.734,27435.92,27436.064,27436.193,27436.264
328.09955,328.10074,328.10031,328.09979,328.09714,27416.779,27416.939,27417.078,27417.199,27417.271
328.19916,328.20264,328.19974,328.20007,328.19919,27397.891,27398.029,27398.162,27398.27,27398.33
328.2999,328.30121,328.29974,328.29987,328.29965,27379.066,27379.197,27379.316,27379.414,27379.467
328.40024,328.40143,328.40012,328.40082,328.4006,27360.312,27360.432,27360.539,27360.627,27360.674
328.50027,328.4996,328.49939,328.50003,328.49078,27341.584,27341.695,27341.791,27341.869,27341.932
328.58716,328.6001,328.60086,328.59924,328.60092,27322.852,27322.934,27323.018,27323.094,27323.131
328.69608,328.69998,328.69815,328.69977,328.70053,27304.043,27304.129,27304.209,27304.273,27304.309
328.80219,328.80002,328.79877,328.79987,328.80188,27285.199,27285.283,27285.355,27285.414,27285.443
328.89813,328.90024,328.90033,328.89999,328.90063,27266.365,27266.438,27266.502,27266.557,27266.586
328.99966,329.00021,329.0004,329.00067,329.00067,27247.568,27247.635,27247.691,27247.742,27247.768
329.09988,329.10156,329.10028,329.10095,329.10162,27228.83,27228.889,27228.943,27228.986,27229.01
329.20038,329.20007,329.20026,329.19977,329.20096,27210.148,27210.205,27210.252,27210.293,27210.312
329.30087,329.29861,329.30069,329.30075,329.30002,27191.529,27191.58,27191.621,27191.658,27191.678
329.40012,329.40009,329.39865,329.39963,329.39709,27172.996,27173.041,27173.08,27173.111,27173.131
329.5004,329.50046,329.49991,329.50006,329.50006,27154.67,27154.711,27154.746,27154.775,27154.791
329.60049,329.60074,329.59964,329.60013,329.6001,27136.922,27136.959,27136.99,27137.016,27137.031
329.70074,329.69937,329.69928,329.69952,329.70013,27120.566,27120.6,27120.627,27120.652,27120.664
329.79996,329.79987,329.80051,329.80042,329.79932,27106.951,27106.98,27107.006,27107.027,27107.039
329.8999,329.90067,329.89813,329.89975,329.9003,27097.771,27097.797,27097.82,27097.84,27097.85
329.99979,330.00043,330.00116,329.99991,330,27094.492,27094.516,27094.535,27094.553,27094.562
